inventory_id,lens_type,lens_index,coating,sphere_power,cylinder_power,quantity,monthly_demand,reorder_level,source
2674,Single Vision,1.67,Hard Coat,-5.25,0.0,11,8,5,Inhouse
2675,Single Vision,1.67,Anti-Glare,-6.0,-2.0,4,10,5,Inhouse
2676,Progressive,1.61,Photochromic,1.5,0.0,6,6,5,Inhouse
2677,Progressive,1.56,Hard Coat,-3.5,-2.0,5,9,5,Inhouse
2678,Single Vision,1.61,Anti-Glare,-2.25,-0.25,5,8,5,Inhouse
2679,Single Vision,1.74,Photochromic,-1.25,-1.75,9,8,5,Inhouse
2680,Single Vision,1.67,Anti-Glare,-1.25,-1.75,3,15,5,Inhouse
2681,Single Vision,1.67,Hard Coat,2.5,-1.75,5,8,5,Inhouse
2682,Single Vision,1.67,Anti-Glare,-2.0,-1.25,2,8,5,Inhouse
2683,Progressive,1.74,Photochromic,-3.75,0.0,11,11,5,Inhouse
2684,Single Vision,1.67,Anti-Glare,0.75,-0.75,0,5,5,Vendor
2685,Single Vision,1.74,Photochromic,-3.75,-0.75,3,7,5,Inhouse
2686,Single Vision,1.67,Photochromic,-0.75,-1.25,2,4,5,Inhouse
2687,Single Vision,1.74,Hard Coat,4.0,-0.25,10,5,5,Inhouse
2688,Single Vision,1.67,Photochromic,-3.0,0.0,10,8,5,Inhouse
2689,Bifocal,1.74,Hard Coat,-3.0,0.0,10,7,5,Inhouse
2690,Single Vision,1.61,Anti-Glare,-1.5,-1.25,6,2,5,Inhouse
2691,Single Vision,1.74,Blue Cut,-1.0,-1.5,2,8,5,Inhouse
2692,Progressive,1.56,Hard Coat,-1.5,-1.0,10,8,5,Inhouse
2693,Progressive,1.56,Hard Coat,-2.75,0.0,8,9,5,Inhouse
2694,Bifocal,1.74,Photochromic,-0.25,-1.0,0,5,5,Vendor
2695,Single Vision,1.67,Blue Cut,-5.75,-0.25,4,13,5,Inhouse
2696,Progressive,1.67,Hard Coat,-1.0,-0.5,11,3,5,Inhouse
2697,Single Vision,1.56,Hard Coat,-2.25,-0.5,7,8,5,Inhouse
2698,Single Vision,1.74,Anti-Glare,-1.5,-1.0,0,3,5,Vendor
2699,Single Vision,1.61,Photochromic,-1.5,-0.5,9,5,5,Inhouse
2700,Single Vision,1.56,Hard Coat,0.75,-0.25,9,17,5,Inhouse
2701,Bifocal,1.74,Blue Cut,-2.25,0.0,3,5,5,Inhouse
2702,Single Vision,1.74,Blue Cut,-2.75,-0.5,6,9,5,Inhouse
2703,Single Vision,1.67,Anti-Glare,-0.5,-2.5,9,5,5,Inhouse
2704,Single Vision,1.56,Blue Cut,-5.75,-0.75,9,9,5,Inhouse
2705,Single Vision,1.56,Hard Coat,1.75,-1.5,5,7,5,Inhouse
2706,Single Vision,1.56,Anti-Glare,-4.0,-0.25,8,8,5,Inhouse
2707,Progressive,1.74,Photochromic,-2.0,-1.0,4,9,5,Inhouse
2708,Bifocal,1.67,Blue Cut,0.0,-1.25,9,10,5,Inhouse
2709,Single Vision,1.56,Anti-Glare,-0.25,0.0,3,10,5,Inhouse
2710,Single Vision,1.56,Anti-Glare,-0.5,-1.25,7,7,5,Inhouse
2711,Bifocal,1.74,Anti-Glare,-2.5,0.0,10,8,5,Inhouse
2712,Single Vision,1.61,Photochromic,2.0,-0.25,4,5,5,Inhouse
2713,Bifocal,1.61,Hard Coat,0.25,-0.25,8,3,5,Inhouse
2714,Progressive,1.67,Photochromic,-1.0,-0.75,6,6,5,Inhouse
2715,Single Vision,1.74,Hard Coat,-5.5,0.0,4,4,5,Inhouse
2716,Progressive,1.56,Anti-Glare,-2.0,-1.25,7,9,5,Inhouse
2717,Progressive,1.61,Photochromic,-2.0,-1.5,10,9,5,Inhouse
2718,Single Vision,1.74,Photochromic,-3.75,-0.25,12,14,5,Inhouse
2719,Progressive,1.56,Photochromic,0.25,-0.75,4,8,5,Inhouse
2720,Single Vision,1.61,Anti-Glare,-3.0,-1.25,12,14,5,Inhouse
2721,Single Vision,1.56,Blue Cut,-4.75,0.0,11,9,5,Inhouse
2722,Single Vision,1.56,Hard Coat,-2.25,0.0,3,8,5,Inhouse
2723,Bifocal,1.74,Photochromic,0.75,-2.0,6,4,5,Inhouse
2724,Single Vision,1.74,Blue Cut,0.0,-1.5,3,10,5,Inhouse
2725,Progressive,1.74,Photochromic,-0.75,-0.75,2,4,5,Inhouse
2726,Bifocal,1.74,Anti-Glare,0.0,-1.0,10,8,5,Inhouse
2727,Progressive,1.56,Hard Coat,-0.5,-2.0,3,5,5,Inhouse
2728,Single Vision,1.56,Blue Cut,1.25,-2.5,10,12,5,Inhouse
2729,Single Vision,1.56,Photochromic,-0.75,0.0,7,15,5,Inhouse
2730,Single Vision,1.67,Photochromic,-1.5,-2.75,0,1,5,Vendor
2731,Progressive,1.61,Blue Cut,-4.75,-0.5,13,8,5,Inhouse
2732,Progressive,1.61,Photochromic,-4.25,-0.5,6,5,5,Inhouse
2733,Progressive,1.74,Photochromic,1.25,-0.75,2,6,5,Inhouse
2734,Bifocal,1.61,Anti-Glare,-0.75,0.0,3,10,5,Inhouse
2735,Single Vision,1.67,Hard Coat,-1.75,0.0,5,9,5,Inhouse
2736,Single Vision,1.74,Anti-Glare,-2.25,-2.75,3,9,5,Inhouse
2737,Single Vision,1.61,Anti-Glare,0.5,-1.0,9,8,5,Inhouse
2738,Single Vision,1.74,Blue Cut,0.25,-2.25,5,4,5,Inhouse
2739,Single Vision,1.61,Anti-Glare,0.5,0.0,3,11,5,Inhouse
2740,Single Vision,1.56,Hard Coat,-2.75,-1.25,3,4,5,Inhouse
2741,Progressive,1.67,Blue Cut,-4.0,-0.25,11,5,5,Inhouse
2742,Single Vision,1.61,Hard Coat,-4.5,-1.25,4,8,5,Inhouse
2743,Bifocal,1.56,Blue Cut,-2.75,0.0,4,6,5,Inhouse
2744,Progressive,1.74,Hard Coat,-3.0,0.0,5,8,5,Inhouse
2745,Single Vision,1.61,Hard Coat,-1.5,-0.75,11,9,5,Inhouse
2746,Progressive,1.61,Photochromic,0.0,-1.25,3,7,5,Inhouse
2747,Bifocal,1.67,Blue Cut,-1.5,-1.5,5,8,5,Inhouse
2748,Progressive,1.67,Hard Coat,-0.25,0.0,11,10,5,Inhouse
2749,Single Vision,1.67,Anti-Glare,3.0,-1.75,10,12,5,Inhouse
2750,Bifocal,1.56,Hard Coat,-0.5,-1.0,9,6,5,Inhouse
2751,Single Vision,1.74,Photochromic,3.0,-1.5,10,11,5,Inhouse
2752,Single Vision,1.56,Hard Coat,1.0,-1.5,9,8,5,Inhouse
2753,Single Vision,1.56,Anti-Glare,-0.5,-0.75,8,10,5,Inhouse
2754,Single Vision,1.56,Anti-Glare,-1.75,-2.0,4,6,5,Inhouse
2755,Single Vision,1.67,Anti-Glare,-2.25,-1.25,6,6,5,Inhouse
2756,Single Vision,1.67,Photochromic,-3.75,-0.75,11,9,5,Inhouse
2757,Single Vision,1.74,Hard Coat,-4.75,0.0,4,7,5,Inhouse
2758,Single Vision,1.67,Anti-Glare,1.5,-2.25,12,10,5,Inhouse
2759,Single Vision,1.56,Anti-Glare,-3.0,-2.0,8,4,5,Inhouse
2760,Single Vision,1.56,Anti-Glare,-4.25,-2.25,6,11,5,Inhouse
2761,Single Vision,1.56,Blue Cut,-0.25,-1.0,7,7,5,Inhouse
2762,Progressive,1.67,Anti-Glare,0.25,0.0,8,3,5,Inhouse
2763,Single Vision,1.61,Photochromic,2.5,-2.25,9,13,5,Inhouse
2764,Single Vision,1.61,Anti-Glare,-1.25,0.0,7,10,5,Inhouse
2765,Single Vision,1.74,Photochromic,1.25,-1.0,4,5,5,Inhouse
2766,Single Vision,1.74,Photochromic,0.5,-2.0,11,5,5,Inhouse
2767,Single Vision,1.56,Hard Coat,-0.25,-2.0,4,9,5,Inhouse
2768,Single Vision,1.67,Photochromic,-2.75,-0.5,8,8,5,Inhouse
2769,Single Vision,1.61,Photochromic,-1.75,-2.25,3,8,5,Inhouse
2770,Progressive,1.56,Photochromic,-5.75,-1.0,3,6,5,Inhouse
2771,Single Vision,1.56,Anti-Glare,-5.0,-0.5,11,9,5,Inhouse
2772,Single Vision,1.56,Blue Cut,-1.75,-2.25,9,8,5,Inhouse
2773,Bifocal,1.67,Hard Coat,0.75,0.0,10,2,5,Inhouse
2774,Progressive,1.67,Anti-Glare,1.25,-0.5,7,7,5,Inhouse
2775,Single Vision,1.74,Photochromic,-0.25,-2.5,11,12,5,Inhouse
2776,Single Vision,1.67,Photochromic,-2.75,0.0,9,5,5,Inhouse
2777,Single Vision,1.61,Blue Cut,1.0,-2.25,10,8,5,Inhouse
2778,Single Vision,1.56,Hard Coat,-1.25,-0.25,7,9,5,Inhouse
2779,Single Vision,1.67,Photochromic,1.5,-1.5,10,8,5,Inhouse
2780,Single Vision,1.61,Hard Coat,-4.75,-1.5,11,6,5,Inhouse
2781,Progressive,1.67,Blue Cut,-3.0,0.0,3,8,5,Inhouse
2782,Single Vision,1.61,Hard Coat,-1.5,-1.0,6,9,5,Inhouse
2783,Single Vision,1.56,Blue Cut,-1.5,-0.5,4,9,5,Inhouse
2784,Single Vision,1.74,Hard Coat,-2.0,-1.5,4,4,5,Inhouse
2785,Single Vision,1.67,Blue Cut,-2.0,-0.25,4,8,5,Inhouse
2786,Single Vision,1.56,Photochromic,-4.25,-1.75,0,4,5,Vendor
2787,Single Vision,1.67,Hard Coat,-2.25,-2.25,6,11,5,Inhouse
2788,Single Vision,1.74,Blue Cut,-0.5,-0.75,7,7,5,Inhouse
2789,Single Vision,1.61,Anti-Glare,-4.25,-0.25,4,13,5,Inhouse
2790,Bifocal,1.74,Anti-Glare,-3.0,-1.0,12,4,5,Inhouse
2791,Single Vision,1.56,Blue Cut,1.5,-0.75,8,11,5,Inhouse
2792,Progressive,1.61,Photochromic,-0.75,-1.25,0,1,5,Vendor
2793,Single Vision,1.74,Hard Coat,-0.5,-1.75,10,9,5,Inhouse
2794,Progressive,1.56,Hard Coat,-3.25,-2.0,7,7,5,Inhouse
2795,Single Vision,1.74,Anti-Glare,-0.25,-1.25,2,11,5,Inhouse
2796,Progressive,1.74,Anti-Glare,-1.75,-2.0,12,4,5,Inhouse
2797,Progressive,1.74,Hard Coat,0.75,-2.25,11,6,5,Inhouse
2798,Progressive,1.74,Blue Cut,-4.25,-1.75,4,6,5,Inhouse
2799,Progressive,1.74,Photochromic,-1.75,-1.25,5,7,5,Inhouse
2800,Single Vision,1.74,Photochromic,-0.5,-1.0,12,11,5,Inhouse
2801,Single Vision,1.61,Anti-Glare,-2.0,0.0,10,13,5,Inhouse
2802,Single Vision,1.61,Blue Cut,-3.75,-0.5,7,5,5,Inhouse
2803,Single Vision,1.56,Photochromic,0.0,-1.5,6,18,5,Inhouse
2804,Bifocal,1.67,Blue Cut,-2.0,-0.5,13,6,5,Inhouse
2805,Bifocal,1.56,Anti-Glare,-1.25,-1.75,0,2,5,Vendor
2806,Progressive,1.56,Blue Cut,-1.25,-0.75,6,7,5,Inhouse
2807,Single Vision,1.67,Blue Cut,-1.75,-2.0,0,4,5,Vendor
2808,Single Vision,1.74,Hard Coat,0.25,-2.0,10,11,5,Inhouse
2809,Bifocal,1.61,Anti-Glare,-4.75,-0.25,4,5,5,Inhouse
2810,Bifocal,1.74,Hard Coat,-5.75,-1.0,8,3,5,Inhouse
2811,Single Vision,1.67,Blue Cut,-0.25,-1.25,8,9,5,Inhouse
2812,Bifocal,1.56,Blue Cut,-3.75,0.0,8,3,5,Inhouse
2813,Single Vision,1.74,Photochromic,-1.75,-2.25,10,5,5,Inhouse
2814,Progressive,1.67,Photochromic,-3.5,-1.5,8,7,5,Inhouse
2815,Single Vision,1.74,Anti-Glare,-1.25,-1.75,4,7,5,Inhouse
2816,Single Vision,1.74,Photochromic,1.0,-2.0,2,8,5,Inhouse
2817,Single Vision,1.61,Blue Cut,-2.5,-2.0,2,5,5,Inhouse
2818,Single Vision,1.56,Photochromic,-2.25,-0.25,6,4,5,Inhouse
2819,Single Vision,1.56,Photochromic,-3.25,-1.25,9,4,5,Inhouse
2820,Single Vision,1.67,Hard Coat,1.5,-0.5,8,14,5,Inhouse
2821,Progressive,1.61,Hard Coat,-0.5,-1.75,2,8,5,Inhouse
2822,Single Vision,1.67,Hard Coat,-2.25,0.0,9,16,5,Inhouse
2823,Bifocal,1.56,Anti-Glare,-1.5,-2.0,5,3,5,Inhouse
2824,Progressive,1.56,Anti-Glare,-3.75,-3.25,7,11,5,Inhouse
2825,Bifocal,1.74,Hard Coat,2.25,-2.0,5,4,5,Inhouse
2826,Single Vision,1.56,Blue Cut,-1.5,-1.0,10,9,5,Inhouse
2827,Single Vision,1.67,Photochromic,2.0,0.0,9,14,5,Inhouse
2828,Progressive,1.56,Photochromic,-2.25,-1.0,8,4,5,Inhouse
2829,Single Vision,1.56,Blue Cut,-0.25,-0.75,5,9,5,Inhouse
2830,Single Vision,1.74,Anti-Glare,-2.5,-1.0,3,5,5,Inhouse
2831,Progressive,1.67,Photochromic,-3.75,-0.75,4,14,5,Inhouse
2832,Single Vision,1.56,Hard Coat,0.5,0.0,6,6,5,Inhouse
2833,Progressive,1.61,Blue Cut,1.25,-0.25,9,8,5,Inhouse
2834,Single Vision,1.61,Anti-Glare,-0.25,-0.5,5,6,5,Inhouse
2835,Single Vision,1.67,Hard Coat,0.0,0.0,2,9,5,Inhouse
2836,Single Vision,1.61,Blue Cut,-3.5,-0.5,10,8,5,Inhouse
2837,Bifocal,1.74,Anti-Glare,-1.5,-0.75,2,5,5,Inhouse
2838,Single Vision,1.61,Hard Coat,-6.0,0.0,10,4,5,Inhouse
2839,Single Vision,1.74,Hard Coat,-3.25,-1.5,11,8,5,Inhouse
2840,Progressive,1.74,Blue Cut,-4.0,0.0,6,10,5,Inhouse
2841,Single Vision,1.56,Hard Coat,-5.0,-0.25,6,6,5,Inhouse
2842,Single Vision,1.61,Anti-Glare,-6.0,-1.25,5,4,5,Inhouse
2843,Progressive,1.61,Photochromic,3.0,-1.75,8,7,5,Inhouse
2844,Bifocal,1.67,Hard Coat,-2.75,-0.5,4,12,5,Inhouse
2845,Single Vision,1.67,Photochromic,-0.75,-1.75,6,9,5,Inhouse
2846,Progressive,1.74,Hard Coat,-2.75,-1.75,6,8,5,Inhouse
2847,Single Vision,1.56,Blue Cut,-1.25,-1.5,8,8,5,Inhouse
2848,Progressive,1.56,Anti-Glare,0.0,-1.75,4,5,5,Inhouse
2849,Progressive,1.61,Blue Cut,1.5,-1.25,5,6,5,Inhouse
2850,Bifocal,1.56,Anti-Glare,-3.5,-2.5,9,8,5,Inhouse
2851,Single Vision,1.61,Blue Cut,-0.25,-1.75,2,5,5,Inhouse
2852,Bifocal,1.61,Anti-Glare,-4.0,-1.25,8,8,5,Inhouse
2853,Single Vision,1.74,Photochromic,-5.0,-1.25,11,9,5,Inhouse
2854,Single Vision,1.74,Blue Cut,1.75,0.0,7,5,5,Inhouse
2855,Single Vision,1.61,Hard Coat,-5.5,-1.5,8,12,5,Inhouse
2856,Progressive,1.56,Photochromic,-3.0,0.0,2,7,5,Inhouse
2857,Progressive,1.61,Blue Cut,-3.25,0.0,0,5,5,Vendor
2858,Progressive,1.56,Anti-Glare,-2.75,0.0,9,5,5,Inhouse
2859,Single Vision,1.56,Blue Cut,0.25,-0.75,11,12,5,Inhouse
2860,Single Vision,1.56,Photochromic,-0.5,-1.75,12,4,5,Inhouse
2861,Single Vision,1.56,Anti-Glare,1.5,-0.25,2,9,5,Inhouse
2862,Single Vision,1.61,Blue Cut,-1.0,-1.0,11,9,5,Inhouse
2863,Bifocal,1.67,Blue Cut,-1.5,-2.0,2,6,5,Inhouse
2864,Single Vision,1.74,Blue Cut,0.25,0.0,11,5,5,Inhouse
2865,Progressive,1.67,Anti-Glare,-5.5,-1.25,11,4,5,Inhouse
2866,Single Vision,1.74,Blue Cut,-0.5,-1.75,4,5,5,Inhouse
2867,Progressive,1.56,Photochromic,-1.25,-1.5,0,5,5,Vendor
2868,Single Vision,1.74,Photochromic,-2.75,-1.75,2,9,5,Inhouse
2869,Single Vision,1.56,Hard Coat,-2.5,-1.5,5,9,5,Inhouse
2870,Single Vision,1.56,Photochromic,-0.5,-2.25,9,8,5,Inhouse
2871,Bifocal,1.56,Blue Cut,0.0,0.0,2,9,5,Inhouse
2872,Single Vision,1.74,Blue Cut,-4.25,-0.75,11,10,5,Inhouse
2873,Progressive,1.56,Hard Coat,-2.5,-1.75,3,6,5,Inhouse
2874,Single Vision,1.56,Anti-Glare,-2.0,-0.25,4,6,5,Inhouse
2875,Single Vision,1.56,Blue Cut,-0.75,-1.75,7,9,5,Inhouse
2876,Single Vision,1.67,Anti-Glare,1.25,-0.25,5,8,5,Inhouse
2877,Single Vision,1.56,Blue Cut,-0.25,-0.5,7,4,5,Inhouse
2878,Single Vision,1.61,Anti-Glare,1.25,-1.75,2,14,5,Inhouse
2879,Single Vision,1.56,Blue Cut,-4.0,-1.0,6,6,5,Inhouse
2880,Single Vision,1.56,Anti-Glare,-1.0,-2.5,10,10,5,Inhouse
2881,Progressive,1.74,Hard Coat,-5.75,-1.5,12,5,5,Inhouse
2882,Bifocal,1.61,Anti-Glare,-0.25,-0.75,7,8,5,Inhouse
2883,Progressive,1.61,Hard Coat,2.5,-1.0,8,9,5,Inhouse
2884,Single Vision,1.61,Blue Cut,-2.5,0.0,0,3,5,Vendor
2885,Single Vision,1.61,Blue Cut,3.5,-1.25,9,7,5,Inhouse
2886,Single Vision,1.61,Hard Coat,-4.75,0.0,2,8,5,Inhouse
2887,Single Vision,1.67,Photochromic,-0.5,-3.5,7,4,5,Inhouse
2888,Single Vision,1.56,Photochromic,-3.75,-0.5,10,7,5,Inhouse
2889,Single Vision,1.67,Hard Coat,0.5,-2.0,7,12,5,Inhouse
2890,Bifocal,1.74,Photochromic,-4.0,-1.25,8,4,5,Inhouse
2891,Single Vision,1.67,Photochromic,-1.5,-1.5,0,3,5,Vendor
2892,Single Vision,1.74,Blue Cut,0.5,-1.0,2,7,5,Inhouse
2893,Single Vision,1.56,Photochromic,-3.75,-1.25,5,2,5,Inhouse
2894,Progressive,1.61,Blue Cut,-2.75,0.0,7,7,5,Inhouse
2895,Single Vision,1.56,Hard Coat,-1.0,-0.75,9,6,5,Inhouse
2896,Single Vision,1.61,Photochromic,-0.5,-3.25,5,14,5,Inhouse
2897,Progressive,1.56,Anti-Glare,-3.5,-1.25,7,8,5,Inhouse
2898,Progressive,1.67,Blue Cut,-2.75,-1.0,0,2,5,Vendor
2899,Bifocal,1.56,Hard Coat,2.5,-1.75,2,4,5,Inhouse
2900,Single Vision,1.56,Photochromic,-4.25,-0.5,3,10,5,Inhouse
2901,Progressive,1.74,Hard Coat,-1.0,0.0,3,9,5,Inhouse
2902,Single Vision,1.67,Blue Cut,-4.0,-1.75,7,3,5,Inhouse
2903,Bifocal,1.61,Hard Coat,-0.25,0.0,2,5,5,Inhouse
2904,Single Vision,1.74,Anti-Glare,-3.25,-1.0,9,9,5,Inhouse
2905,Single Vision,1.67,Hard Coat,1.5,0.0,12,9,5,Inhouse
2906,Progressive,1.67,Anti-Glare,-1.0,-0.5,2,4,5,Inhouse
2907,Single Vision,1.56,Photochromic,-6.0,-0.75,9,8,5,Inhouse
2908,Single Vision,1.56,Photochromic,-1.5,-1.5,8,6,5,Inhouse
2909,Progressive,1.56,Hard Coat,-2.25,-2.25,3,7,5,Inhouse
2910,Bifocal,1.56,Hard Coat,-5.25,-1.75,5,8,5,Inhouse
2911,Single Vision,1.74,Blue Cut,3.0,-0.5,4,3,5,Inhouse
2912,Progressive,1.56,Anti-Glare,1.25,-1.0,5,6,5,Inhouse
2913,Single Vision,1.56,Photochromic,1.0,-2.0,2,4,5,Inhouse
2914,Progressive,1.56,Blue Cut,-2.75,-0.75,9,9,5,Inhouse
2915,Single Vision,1.74,Hard Coat,-3.5,-1.75,2,8,5,Inhouse
2916,Single Vision,1.56,Hard Coat,-3.25,-1.75,3,4,5,Inhouse
2917,Single Vision,1.56,Blue Cut,-0.75,-1.0,5,12,5,Inhouse
2918,Single Vision,1.56,Photochromic,-2.75,-2.5,7,2,5,Inhouse
2919,Progressive,1.61,Hard Coat,-2.5,-0.25,3,9,5,Inhouse
2920,Single Vision,1.74,Photochromic,-2.25,-2.25,2,6,5,Inhouse
2921,Progressive,1.74,Photochromic,-4.25,0.0,7,10,5,Inhouse
2922,Single Vision,1.56,Photochromic,-0.5,-1.5,4,6,5,Inhouse
2923,Single Vision,1.67,Anti-Glare,-3.25,-0.75,10,11,5,Inhouse
2924,Bifocal,1.56,Hard Coat,-0.25,-1.0,8,6,5,Inhouse
2925,Bifocal,1.56,Hard Coat,-1.5,-1.0,10,11,5,Inhouse
2926,Bifocal,1.74,Photochromic,0.0,-0.25,11,11,5,Inhouse
2927,Single Vision,1.61,Anti-Glare,-3.0,-0.25,6,5,5,Inhouse
2928,Single Vision,1.67,Anti-Glare,-2.75,-1.5,2,5,5,Inhouse
2929,Single Vision,1.61,Photochromic,-3.5,-2.5,11,14,5,Inhouse
2930,Single Vision,1.67,Blue Cut,-1.25,-1.0,6,9,5,Inhouse
2931,Single Vision,1.67,Blue Cut,2.5,-1.5,2,9,5,Inhouse
2932,Progressive,1.56,Anti-Glare,2.25,-1.75,6,4,5,Inhouse
2933,Bifocal,1.56,Anti-Glare,-2.0,0.0,0,4,5,Vendor
2934,Single Vision,1.56,Photochromic,-1.0,-2.0,7,8,5,Inhouse
2935,Bifocal,1.67,Anti-Glare,0.0,-0.75,12,5,5,Inhouse
2936,Single Vision,1.61,Photochromic,1.0,-2.5,11,11,5,Inhouse
2937,Single Vision,1.74,Blue Cut,0.25,-0.75,7,8,5,Inhouse
2938,Single Vision,1.74,Anti-Glare,2.25,-1.0,11,5,5,Inhouse
2939,Single Vision,1.56,Anti-Glare,-4.0,-1.25,6,5,5,Inhouse
2940,Single Vision,1.61,Photochromic,-2.5,-2.75,0,3,5,Vendor
2941,Single Vision,1.61,Anti-Glare,-3.5,-1.5,7,9,5,Inhouse
2942,Progressive,1.74,Blue Cut,0.25,0.0,2,2,5,Inhouse
2943,Single Vision,1.56,Blue Cut,-5.5,-0.5,6,13,5,Inhouse
2944,Single Vision,1.56,Hard Coat,-2.25,-0.75,6,3,5,Inhouse
2945,Single Vision,1.67,Hard Coat,-3.5,-0.75,3,5,5,Inhouse
2946,Single Vision,1.56,Anti-Glare,-1.0,-2.0,9,9,5,Inhouse
2947,Progressive,1.67,Photochromic,-0.25,-1.75,3,5,5,Inhouse
2948,Single Vision,1.61,Blue Cut,-4.25,0.0,3,11,5,Inhouse
2949,Single Vision,1.56,Hard Coat,-3.0,-2.25,8,4,5,Inhouse
2950,Bifocal,1.67,Anti-Glare,1.5,0.0,0,3,5,Vendor
2951,Progressive,1.61,Blue Cut,-1.75,-1.0,0,1,5,Vendor
2952,Bifocal,1.61,Blue Cut,-1.25,-2.0,2,8,5,Inhouse
2953,Single Vision,1.61,Anti-Glare,-3.25,-0.75,10,5,5,Inhouse
2954,Single Vision,1.61,Hard Coat,-1.75,-1.25,12,8,5,Inhouse
2955,Single Vision,1.61,Blue Cut,2.0,-0.25,7,6,5,Inhouse
2956,Single Vision,1.56,Hard Coat,-5.5,-2.0,10,5,5,Inhouse
2957,Progressive,1.61,Photochromic,0.0,-1.5,7,10,5,Inhouse
2958,Progressive,1.56,Blue Cut,-5.0,-1.5,7,5,5,Inhouse
2959,Single Vision,1.61,Blue Cut,-1.75,-0.75,3,6,5,Inhouse
2960,Single Vision,1.74,Anti-Glare,-2.5,-0.25,10,9,5,Inhouse
2961,Bifocal,1.67,Blue Cut,-2.25,0.0,3,8,5,Inhouse
2962,Single Vision,1.61,Photochromic,2.0,0.0,4,7,5,Inhouse
2963,Progressive,1.56,Hard Coat,-1.5,-0.5,13,5,5,Inhouse
2964,Single Vision,1.61,Anti-Glare,4.25,-0.25,0,4,5,Vendor
2965,Progressive,1.61,Anti-Glare,0.25,-0.75,10,6,5,Inhouse
2966,Progressive,1.67,Photochromic,-3.5,-0.25,7,6,5,Inhouse
2967,Single Vision,1.61,Hard Coat,-5.25,-1.25,2,6,5,Inhouse
2968,Single Vision,1.74,Anti-Glare,-0.5,-0.5,9,8,5,Inhouse
2969,Single Vision,1.56,Anti-Glare,-3.5,-1.25,5,2,5,Inhouse
2970,Single Vision,1.74,Blue Cut,2.0,-1.0,9,12,5,Inhouse
2971,Single Vision,1.74,Photochromic,-4.0,-1.75,7,4,5,Inhouse
2972,Single Vision,1.61,Blue Cut,-2.5,-1.0,10,7,5,Inhouse
2973,Bifocal,1.67,Photochromic,-2.5,-1.75,0,5,5,Vendor
2974,Single Vision,1.56,Anti-Glare,1.75,0.0,6,10,5,Inhouse
2975,Single Vision,1.61,Anti-Glare,2.25,-0.25,10,7,5,Inhouse
2976,Single Vision,1.74,Anti-Glare,-0.75,-0.25,8,8,5,Inhouse
2977,Single Vision,1.74,Anti-Glare,-4.25,-0.25,6,12,5,Inhouse
2978,Single Vision,1.67,Photochromic,-4.75,-1.5,4,11,5,Inhouse
2979,Bifocal,1.61,Hard Coat,-5.5,-0.5,3,9,5,Inhouse
2980,Single Vision,1.74,Photochromic,-1.5,-0.75,8,8,5,Inhouse
2981,Single Vision,1.74,Blue Cut,0.25,-2.5,6,11,5,Inhouse
2982,Single Vision,1.67,Photochromic,-3.5,-2.0,4,7,5,Inhouse
2983,Bifocal,1.56,Anti-Glare,-2.75,-1.75,5,10,5,Inhouse
2984,Single Vision,1.67,Hard Coat,0.5,-1.25,8,12,5,Inhouse
2985,Single Vision,1.67,Hard Coat,0.75,-2.0,10,5,5,Inhouse
2986,Single Vision,1.67,Anti-Glare,1.5,-3.0,7,7,5,Inhouse
2987,Single Vision,1.56,Hard Coat,-1.25,-3.5,4,9,5,Inhouse
2988,Bifocal,1.56,Blue Cut,-0.25,-1.25,4,5,5,Inhouse
2989,Single Vision,1.67,Anti-Glare,-4.5,-2.0,7,4,5,Inhouse
2990,Single Vision,1.67,Blue Cut,0.5,-2.25,9,4,5,Inhouse
2991,Single Vision,1.61,Anti-Glare,-2.5,-0.25,11,8,5,Inhouse
2992,Single Vision,1.67,Photochromic,-0.5,-1.5,10,12,5,Inhouse
2993,Single Vision,1.74,Hard Coat,-5.25,-1.25,12,10,5,Inhouse
2994,Single Vision,1.74,Anti-Glare,-1.75,-1.25,11,7,5,Inhouse
2995,Single Vision,1.61,Anti-Glare,-1.0,-2.0,0,2,5,Vendor
2996,Single Vision,1.74,Anti-Glare,-2.5,-3.0,9,6,5,Inhouse
2997,Progressive,1.67,Hard Coat,-0.75,-1.0,8,4,5,Inhouse
2998,Bifocal,1.74,Photochromic,-0.75,-0.25,7,2,5,Inhouse
2999,Bifocal,1.61,Photochromic,-0.5,-1.25,4,9,5,Inhouse
3000,Single Vision,1.74,Hard Coat,-1.0,-0.5,4,7,5,Inhouse
3001,Single Vision,1.61,Blue Cut,-1.25,-2.5,11,5,5,Inhouse
3002,Progressive,1.74,Photochromic,-0.75,-1.0,7,8,5,Inhouse
3003,Single Vision,1.67,Blue Cut,1.0,-0.5,12,5,5,Inhouse
3004,Progressive,1.67,Photochromic,1.0,-1.5,9,3,5,Inhouse
3005,Single Vision,1.74,Anti-Glare,-4.5,-0.25,4,8,5,Inhouse
3006,Single Vision,1.74,Hard Coat,-2.5,-0.75,9,8,5,Inhouse
3007,Progressive,1.67,Hard Coat,-3.0,-0.5,0,3,5,Vendor
3008,Progressive,1.61,Hard Coat,-1.5,-0.5,7,5,5,Inhouse
3009,Progressive,1.74,Hard Coat,-2.5,-1.5,0,5,5,Vendor
3010,Single Vision,1.61,Anti-Glare,-3.25,0.0,6,9,5,Inhouse
